40.961000000000006,40.949,40.965,40.922,40.879,40.879,40.828,40.812,40.809,40.785,40.789,40.785,40.773,40.789,40.785,40.773,40.812,40.785,40.801,40.809,40.797,40.785,40.828,40.863,40.867,40.879,40.809,40.895,40.926,40.949,40.965,40.961000000000006,40.983999999999995,41.02,41.038999999999994,41.043,41.043,41.043,41.043,41.059,41.098,41.108999999999995,41.121,41.129,41.125,41.121,41.129,41.148,41.141000000000005,41.18,41.211000000000006,41.129,41.195,41.211000000000006,41.207,41.191,41.207,41.207,41.129,41.25
41.258,41.277,41.262,41.223,41.211000000000006,41.176,41.129,41.129,41.07,41.031000000000006,41.038999999999994,41.031000000000006,41.066,41.113,41.113,41.184,41.207,41.223,41.262,41.223,41.277,41.285,41.285,41.297,41.355,41.379,41.437,41.465,41.465,41.516000000000005,41.52,41.527,41.531000000000006,41.574,41.613,41.625,41.68,41.718999999999994,41.766000000000005,41.777,41.805,41.781000000000006,41.867,41.788999999999994,41.867,41.871,41.871,41.883,41.926,41.922,41.949,41.941,41.98,41.957,41.98,42.02,42.023,42.031000000000006,42.078,42.105
42.129,42.105,42.117,42.066,42.031000000000006,41.968999999999994,41.926,41.867,41.867,41.855,41.871,41.832,41.867,41.941,41.983999999999995,41.949,42.105,42.113,42.117,42.129,42.141000000000005,42.207,42.242,42.277,42.309,42.363,42.371,42.371,42.348,42.402,42.445,42.457,42.538999999999994,42.5,42.593999999999994,42.633,42.617,42.633,42.676,42.703,42.766000000000005,42.777,42.777,42.82,42.875,42.852,42.875,42.867,42.875,42.875,42.887,42.887,42.906000000000006,42.941,42.93,42.934,42.973,42.988,43.038999999999994,43.035
43.038999999999994,43.043,43.038999999999994,43.0,42.957,42.887,42.879,42.879,42.875,42.809,42.805,42.852,42.867,42.867,42.934,42.961000000000006,43.027,43.027,43.125,43.121,43.121,43.121,43.176,43.207,43.246,43.281000000000006,43.293,43.352,43.363,43.363,43.367,43.391000000000005,43.422,43.457,43.527,43.551,43.605,43.608999999999995,43.641000000000005,43.703,43.723,43.777,43.785,43.797,43.828,43.84,43.879,43.867,43.871,43.863,43.879,43.879,43.891000000000005,43.883,43.895,43.961000000000006,43.934,43.949,43.961000000000006,43.988
44.031000000000006,44.027,43.988,43.961000000000006,43.895,43.879,43.895,43.836000000000006,43.805,43.742,43.746,43.788999999999994,43.812,43.801,43.895,43.895,43.961000000000006,44.016000000000005,44.047,44.09,44.113,44.137,44.108999999999995,44.125,44.18,44.125,44.238,44.288999999999994,44.301,44.312,44.371,44.371,44.358999999999995,44.41,44.441,44.477,44.535,44.551,44.617,44.617,44.629,44.629,44.641000000000005,44.652,44.656000000000006,44.695,44.707,44.707,44.723,44.777,44.766000000000005,44.801,44.805,44.788999999999994,44.858999999999995,44.848,44.863,44.871,44.887,44.871
44.883,44.875,44.875,44.801,44.711000000000006,44.746,44.641000000000005,44.652,44.617,44.633,44.625,44.613,44.605,44.645,44.723,44.718999999999994,44.836000000000006,44.883,44.875,44.887,44.887,44.945,44.98,45.02,45.066,45.078,45.121,45.133,45.113,45.113,45.133,45.187,45.215,45.293,45.309,45.398,45.375,45.371,45.387,45.391000000000005,45.441,45.48,45.473,45.538999999999994,45.555,45.538999999999994,45.551,45.562,45.605,45.608999999999995,45.629,45.608999999999995,45.629,45.633,45.629,45.66,45.676,45.687,45.687,45.684
45.684,45.703,45.691,45.663999999999994,45.637,45.562,45.535,45.468999999999994,45.43,45.387,45.363,45.375,45.375,45.488,45.523,45.605,45.621,45.663999999999994,45.703,45.703,45.703,45.703,45.727,45.77,45.793,45.858999999999995,45.867,45.902,45.934,45.961000000000006,45.945,45.949,45.968999999999994,45.957,46.082,46.121,46.163999999999994,46.187,46.199,46.207,46.227,46.23,46.246,46.273,46.285,46.297,46.297,46.242,46.34,46.367,46.352,46.355,46.371,46.352,46.27,46.395,46.437,46.43,46.43,46.457
46.461000000000006,46.465,46.445,46.309,46.367,46.301,46.242,46.207,46.207,46.199,46.187,46.199,46.203,46.207,46.191,46.27,46.312,46.352,46.379,46.418,46.437,46.457,46.437,46.457,46.52,46.538999999999994,46.602,46.613,46.621,46.663999999999994,46.695,46.707,46.715,46.715,46.773,46.805,46.852,46.883,46.91,46.949,46.913999999999994,46.949,46.953,46.949,46.977,46.988,46.992,47.031000000000006,47.043,47.027,47.035,47.055,47.059,47.074,47.074,47.074,47.108999999999995,47.108999999999995,47.117,47.113
47.141000000000005,47.129,47.117,47.082,47.047,46.98,46.968999999999994,46.961000000000006,46.913999999999994,46.858999999999995,46.855,46.867,46.887,46.937,46.949,46.961000000000006,46.953,47.047,47.043,47.086000000000006,47.117,47.125,47.184,47.184,47.199,47.195,47.199,47.233999999999995,47.254,47.288999999999994,47.328,47.266000000000005,47.395,47.422,47.468999999999994,47.453,47.457,47.504,47.559,47.625,47.625,47.625,47.66,47.672,47.672,47.699,47.695,47.711000000000006,47.707,47.699,47.707,47.711000000000006,47.715,47.707,47.711000000000006,47.715,47.742,47.781000000000006,47.781000000000006,47.788999999999994
47.793,47.805,47.797,47.727,47.711000000000006,47.633,47.598,47.551,47.492,47.465,47.465,47.457,47.449,47.531000000000006,47.551,47.629,47.617,47.699,47.707,47.715,47.723,47.77,47.797,47.816,47.863,47.902,47.926,47.957,47.953,47.968999999999994,47.965,47.973,48.02,48.051,48.129,48.047,48.199,48.227,48.211000000000006,48.227,48.211000000000006,48.242,48.27,48.297,48.297,48.312,48.309,48.312,48.312,48.305,48.352,48.391000000000005,48.387,48.379,48.379,48.391000000000005,48.395,48.391000000000005,48.413999999999994,48.422
